order_id,order_value_inr,region,session_duration_sec
O1018322,137,South,76
O1018323,750,South,25
O1018324,602,East,14
O1018325,604,North,71
O1018326,423,North,8
O1018327,786,South,104
O1018328,322,South,49
O1018329,491,South,9
O1018330,418,North,38
O1018331,359,West,26
O1018332,429,East,10
O1018333,251,North,2
O1018334,289,South,36
O1018335,889,South,63
O1018336,1704,North,131
O1018337,523,West,24
O1018338,612,East,22
O1018339,458,West,45
O1018340,507,East,50
O1018341,529,South,9
O1018342,677,South,5
O1018343,870,North,12
O1018344,259,South,57
O1018345,1659,West,30
O1018346,432,East,6
O1018347,432,East,91
O1018348,328,North,60
O1018349,329,North,108
O1018350,549,South,22
O1018351,555,South,50
O1018352,535,East,73
O1018353,321,North,151
O1018354,105,North,3
O1018355,164,East,150
O1018356,406,East,13
O1018357,477,North,31
O1018358,327,West,8
O1018359,285,South,128
O1018360,468,South,19
O1018361,382,North,56
O1018362,318,West,38
O1018363,180,East,126
O1018364,265,North,2
O1018365,643,West,32
O1018366,249,South,18
O1018367,562,South,18
O1018368,807,North,46
O1018369,272,South,16
O1018370,323,West,44
O1018371,661,South,9
O1018372,747,East,155
O1018373,292,West,104
O1018374,179,East,6
O1018375,756,North,100
O1018376,540,South,88
O1018377,493,North,4
O1018378,638,West,41
O1018379,223,West,10
O1018380,491,East,3
O1018381,350,North,67
O1018382,545,East,37
O1018383,602,West,51
O1018384,657,East,9
O1018385,544,North,33
O1018386,457,North,8
O1018387,465,West,42
O1018388,485,South,31
O1018389,295,North,247
O1018390,335,East,2
O1018391,493,South,21
O1018392,558,South,57
O1018393,291,South,58
O1018394,235,East,49
O1018395,175,South,117
O1018396,215,West,82
O1018397,308,West,162
O1018398,323,West,68
O1018399,350,East,18
O1018400,221,North,50
O1018401,163,South,86
O1018402,430,East,106
O1018403,430,North,6
O1018404,550,East,35
O1018405,606,South,16
O1018406,491,North,106
O1018407,427,South,4
O1018408,625,North,27
O1018409,822,East,8
O1018410,288,South,65
O1018411,593,South,2
O1018412,295,North,110
O1018413,450,South,43
O1018414,689,East,32
O1018415,352,East,28
O1018416,251,South,23
O1018417,321,North,22
O1018418,251,South,178
O1018419,236,East,37
O1018420,738,South,6
O1018421,526,East,37
O1018422,282,South,78
O1018423,247,South,52
O1018424,255,West,109
O1018425,282,West,28
O1018426,718,North,130
O1018427,382,North,67
O1018428,1171,South,48
O1018429,395,South,83
O1018430,303,North,5
O1018431,642,West,18
O1018432,175,East,28
O1018433,443,East,57
O1018434,220,East,10
O1018435,135,North,268
O1018436,380,South,175
O1018437,612,South,34
O1018438,449,West,136
O1018439,423,North,123
O1018440,110,South,28
O1018441,373,East,47
O1018442,375,South,3
O1018443,550,South,43
O1018444,238,North,43
O1018445,611,North,108
O1018446,313,East,5
O1018447,347,East,56
O1018448,525,South,105
O1018449,223,West,32
O1018450,609,South,49
O1018451,205,East,64
O1018452,560,East,4
O1018453,359,South,36
O1018454,374,West,16
O1018455,87,South,147
O1018456,300,East,172
O1018457,363,North,87
O1018458,875,East,8
O1018459,396,East,365
O1018460,291,West,3
O1018461,612,North,165
O1018462,313,North,16
O1018463,676,South,15
O1018464,460,South,49
O1018465,257,North,53
O1018466,645,North,42
O1018467,545,East,116
O1018468,631,East,2
O1018469,368,West,20
O1018470,545,South,90
O1018471,1054,South,46
O1018472,440,North,10
O1018473,331,North,35
O1018474,873,North,3
O1018475,563,North,13
O1018476,322,North,65
O1018477,961,South,11
O1018478,221,East,47
O1018479,526,South,47
O1018480,716,North,7
O1018481,689,South,163
O1018482,257,South,58
O1018483,217,East,103
O1018484,452,West,46
O1018485,574,East,84
O1018486,235,East,46
O1018487,469,South,43
O1018488,195,South,12
O1018489,686,South,2
O1018490,303,West,17
O1018491,372,East,12
O1018492,622,North,65
O1018493,593,West,13
O1018494,511,South,8
O1018495,675,North,116
O1018496,495,West,22
O1018497,832,South,116
O1018498,172,North,97
O1018499,392,South,103
O1018500,383,South,12
O1018501,362,North,2
O1018502,517,North,23
O1018503,449,North,104
O1018504,609,East,248
O1018505,223,North,39
O1018506,1269,North,11
O1018507,332,North,17
O1018508,466,South,117
O1018509,364,East,7
O1018510,420,North,24
O1018511,309,West,109
O1018512,447,West,19
O1018513,539,South,49
O1018514,121,West,18
O1018515,342,North,4
O1018516,336,North,25
O1018517,1288,West,2
O1018518,620,East,151
O1018519,854,North,10
O1018520,533,North,57
O1018521,420,East,189
O1018522,484,South,152
O1018523,707,North,7
O1018524,968,North,83
O1018525,469,South,31
O1018526,295,North,5
O1018527,641,North,71
O1018528,263,South,153
O1018529,490,South,13
O1018530,567,East,8
O1018531,382,East,21
O1018532,257,North,10
O1018533,321,South,13
O1018534,344,West,32
O1018535,238,North,7
O1018536,333,South,5
O1018537,195,South,36
O1018538,542,West,30
O1018539,477,South,83
O1018540,461,North,87
O1018541,333,East,44
O1018542,356,South,115
O1018543,267,South,6
O1018544,519,North,7
O1018545,205,North,36
O1018546,421,West,172
O1018547,294,West,45
O1018548,971,West,29
O1018549,525,West,13
O1018550,403,North,218
O1018551,232,South,26
O1018552,204,South,19
O1018553,517,South,29
O1018554,992,West,59
O1018555,495,North,4
O1018556,440,North,7
O1018557,444,South,267
O1018558,425,South,28
O1018559,447,South,50
O1018560,286,East,28
O1018561,248,South,2
O1018562,426,South,84
O1018563,851,South,39
O1018564,595,West,40
O1018565,218,West,44
O1018566,355,East,13
O1018567,581,East,105
O1018568,861,East,98
O1018569,988,North,18
O1018570,363,East,108
O1018571,609,East,178
O1018572,457,South,2
O1018573,380,West,66
O1018574,416,North,78
O1018575,419,South,36
O1018576,726,North,4
O1018577,200,East,9
O1018578,510,North,198
O1018579,871,South,45
O1018580,825,South,68
O1018581,536,West,39
O1018582,276,South,44
O1018583,595,North,13
O1018584,782,North,18
O1018585,312,North,25
O1018586,482,North,23
O1018587,364,East,6
O1018588,297,East,72
O1018589,345,East,5
O1018590,430,South,48
O1018591,255,South,31
O1018592,235,South,39
O1018593,259,West,69
O1018594,475,North,55
O1018595,194,South,150
O1018596,133,South,203
O1018597,801,North,259
O1018598,243,East,35
O1018599,366,North,28
O1018600,640,South,33
O1018601,197,North,14
O1018602,196,East,35
O1018603,294,North,60
O1018604,652,East,71
O1018605,399,South,5
O1018606,402,East,117
O1018607,348,West,20
O1018608,534,South,72
O1018609,825,West,96
O1018610,1794,North,33
O1018611,375,North,18
O1018612,865,West,11
O1018613,665,North,148
O1018614,461,North,9
O1018615,134,North,28
O1018616,334,North,121
O1018617,341,West,58
O1018618,483,West,9
O1018619,366,North,57
O1018620,304,East,101
O1018621,1113,East,83
O1018622,776,North,114
O1018623,147,North,73
O1018624,351,South,74
O1018625,553,East,44
O1018626,785,South,15
O1018627,327,East,34
O1018628,362,West,2
O1018629,423,West,103
O1018630,562,West,309
O1018631,187,North,55
O1018632,147,West,65
O1018633,755,West,31
O1018634,246,South,24
O1018635,1166,East,104
O1018636,262,South,14
O1018637,368,West,99
O1018638,485,East,59
O1018639,139,South,17
O1018640,1690,North,74
O1018641,331,West,117
O1018642,265,North,19
O1018643,225,East,20
O1018644,483,North,2
O1018645,467,East,2
O1018646,229,North,83
O1018647,203,North,4
O1018648,684,East,5
O1018649,291,South,75
O1018650,171,South,56
O1018651,375,North,42
O1018652,330,West,53
O1018653,1070,East,76
O1018654,311,South,53
O1018655,346,West,149
O1018656,450,South,16
O1018657,303,West,59
O1018658,503,North,16
O1018659,243,South,135
O1018660,358,East,113
O1018661,494,East,177
O1018662,713,North,5
O1018663,301,North,125
O1018664,299,North,8
O1018665,872,South,163
O1018666,306,East,134
O1018667,392,South,82
O1018668,950,North,2
O1018669,417,South,4
O1018670,356,North,102
O1018671,370,North,191
O1018672,279,South,23
O1018673,505,West,25
O1018674,254,South,41
O1018675,595,West,2
O1018676,407,West,49
O1018677,454,West,40
O1018678,958,South,23
O1018679,195,West,66
O1018680,408,North,2
O1018681,555,West,25
O1018682,296,South,12
O1018683,649,South,66
O1018684,307,East,17
O1018685,467,West,39
O1018686,379,North,10
O1018687,437,South,20
O1018688,419,East,88
O1018689,397,East,38
O1018690,318,North,498
O1018691,289,North,11
O1018692,472,North,19
O1018693,414,North,108
O1018694,285,North,6
O1018695,479,North,28
O1018696,320,East,16
O1018697,878,North,65
O1018698,1401,North,74
O1018699,808,East,63
O1018700,786,South,19
O1018701,606,South,7
O1018702,363,East,13
O1018703,156,South,55
O1018704,242,North,99
O1018705,288,South,9
O1018706,738,South,26
O1018707,459,East,18
O1018708,290,North,12
O1018709,160,East,41
O1018710,1286,East,33
O1018711,527,South,66
O1018712,635,East,42
O1018713,309,South,158
O1018714,376,North,115
O1018715,340,West,22
O1018716,417,North,63
O1018717,1015,North,63
O1018718,221,South,55
O1018719,395,East,54
O1018720,483,North,6
O1018721,381,West,154
O1018722,664,South,50
O1018723,169,North,32
O1018724,1035,South,101
O1018725,203,North,17
O1018726,229,North,3
O1018727,322,North,23
O1018728,292,South,54
O1018729,499,North,153
O1018730,471,West,82
O1018731,427,North,27
O1018732,199,West,95
O1018733,376,South,168
O1018734,407,South,32
O1018735,747,South,295
O1018736,446,South,33
O1018737,488,South,115
O1018738,1076,North,18
O1018739,226,South,26
O1018740,332,East,120
O1018741,229,South,2
O1018742,901,West,19
O1018743,932,North,79
O1018744,866,North,47
O1018745,530,West,50
O1018746,488,West,24
O1018747,321,East,50
O1018748,593,North,23
O1018749,213,West,4
O1018750,212,South,2
O1018751,327,South,20
O1018752,1036,North,57
O1018753,312,North,14
O1018754,334,North,68
O1018755,466,South,36
O1018756,632,South,61
O1018757,754,North,34
O1018758,230,East,96
O1018759,384,South,5
O1018760,451,East,4
O1018761,475,East,189
O1018762,622,East,22
O1018763,608,North,18
O1018764,409,North,72
O1018765,718,North,76
O1018766,655,South,12
O1018767,629,West,8
O1018768,310,West,102
O1018769,576,North,146
O1018770,736,East,17
O1018771,312,West,11
O1018772,431,West,72
O1018773,882,West,66
O1018774,492,North,66
O1018775,386,West,76
O1018776,838,East,79
O1018777,319,East,91
O1018778,173,West,4
O1018779,273,South,211
O1018780,712,South,31
O1018781,523,South,28
O1018782,417,North,17
O1018783,686,North,15
O1018784,439,East,43
O1018785,361,North,43
O1018786,613,South,15
O1018787,333,East,39
O1018788,515,East,47
O1018789,271,West,26
O1018790,238,South,83
O1018791,262,North,92
O1018792,398,East,11
O1018793,292,South,60
O1018794,296,West,69
O1018795,374,North,379
O1018796,389,North,107
O1018797,186,North,126
O1018798,114,North,86
O1018799,493,East,47
O1018800,433,South,36
O1018801,203,South,32
O1018802,502,North,104
O1018803,501,North,26
O1018804,347,West,67
O1018805,1075,North,30
O1018806,761,South,2
O1018807,330,West,27
O1018808,334,North,8
O1018809,195,West,2
O1018810,744,South,14
O1018811,456,South,291
O1018812,609,North,9
O1018813,139,South,69
O1018814,595,North,225
O1018815,313,West,51
O1018816,540,South,139
O1018817,524,West,47
O1018818,399,East,30
O1018819,285,West,44
O1018820,492,West,13
O1018821,266,South,105
O1018822,682,East,7
O1018823,281,South,4
O1018824,408,North,123
O1018825,278,East,95
O1018826,437,West,113
O1018827,241,West,2
O1018828,269,North,19
O1018829,1271,West,15
O1018830,615,North,4
O1018831,485,North,74
O1018832,522,North,383
O1018833,470,South,147
O1018834,386,South,77
O1018835,589,North,2
O1018836,267,North,73
O1018837,896,South,56
O1018838,428,North,88
O1018839,602,East,208
O1018840,886,South,84
O1018841,516,South,79
O1018842,269,East,82
O1018843,742,South,13
O1018844,942,North,12
O1018845,152,North,157
O1018846,383,East,6
O1018847,467,North,169
O1018848,354,East,30
O1018849,216,East,2
O1018850,259,East,34
O1018851,160,South,60
O1018852,650,East,56
O1018853,802,West,14
O1018854,796,South,39
O1018855,398,North,47
O1018856,462,West,17
O1018857,689,West,23
O1018858,359,North,58
O1018859,251,North,41
O1018860,303,South,16
O1018861,440,South,114
O1018862,282,North,53
O1018863,511,North,279
O1018864,205,West,35
O1018865,357,West,48
O1018866,494,North,7
O1018867,431,West,24
O1018868,279,South,146
O1018869,583,North,72
O1018870,460,South,4
O1018871,142,West,75
O1018872,507,North,37
O1018873,327,North,105
O1018874,310,West,51
O1018875,266,North,299
O1018876,244,West,23
O1018877,447,South,78
O1018878,530,North,24
O1018879,436,North,41
O1018880,649,South,119
O1018881,540,North,46
O1018882,148,East,59
O1018883,255,South,90
O1018884,731,West,84
O1018885,214,West,104
O1018886,103,West,52
O1018887,1008,East,47
O1018888,468,South,131
O1018889,287,North,155
O1018890,264,East,8
O1018891,553,North,36
O1018892,512,North,3
O1018893,475,West,9
O1018894,367,West,19
O1018895,213,South,23
O1018896,396,East,55
O1018897,687,North,45
O1018898,308,West,3
O1018899,545,East,2
O1018900,330,West,101
O1018901,602,South,7
O1018902,247,North,11
O1018903,406,West,161
O1018904,507,East,113
O1018905,288,North,174
O1018906,484,East,119
O1018907,398,West,122
O1018908,395,West,16
O1018909,287,West,92
O1018910,664,North,30
O1018911,251,West,140
O1018912,464,West,39
O1018913,264,North,96
O1018914,390,East,215
O1018915,556,East,161
O1018916,349,East,17
O1018917,87,South,49
O1018918,206,North,24
O1018919,137,North,40
O1018920,417,North,4
O1018921,402,West,34
O1018922,339,North,52
O1018923,295,South,64
O1018924,451,South,46
O1018925,196,West,2
O1018926,651,North,31
O1018927,419,South,50
O1018928,252,West,161
O1018929,327,North,164
O1018930,378,East,8
O1018931,202,North,53
O1018932,564,South,30
O1018933,654,North,93
O1018934,428,South,168
O1018935,646,North,50
O1018936,1518,West,67
O1018937,158,North,229
O1018938,414,North,57
O1018939,206,South,86
O1018940,880,North,37
O1018941,456,West,61
O1018942,285,South,119
O1018943,354,South,118
O1018944,787,West,52
O1018945,506,South,271
O1018946,539,North,35
O1018947,849,West,22
O1018948,650,West,36
O1018949,708,West,42
O1018950,379,North,150
O1018951,131,South,4
O1018952,425,North,43
O1018953,289,South,10
O1018954,598,West,8
O1018955,166,South,134
O1018956,610,South,40
O1018957,443,North,4
O1018958,481,South,37
O1018959,550,East,66
O1018960,398,West,8
O1018961,342,North,30
O1018962,712,North,290
O1018963,543,West,106
O1018964,569,South,36
O1018965,387,West,73
O1018966,426,North,24
O1018967,401,North,122
O1018968,169,South,142
O1018969,202,South,50
O1018970,379,North,2
O1018971,158,South,101
O1018972,382,North,45
O1018973,258,East,6
O1018974,388,South,4
O1018975,439,West,41
O1018976,159,North,67
O1018977,475,West,42
O1018978,322,North,20
O1018979,126,East,91
O1018980,320,West,5
O1018981,488,East,13
O1018982,329,North,85
O1018983,319,East,91
O1018984,436,North,42
O1018985,317,East,7
O1018986,353,South,2
O1018987,208,East,31
O1018988,311,North,25
O1018989,1035,North,61
O1018990,441,South,52
O1018991,462,South,29
O1018992,293,West,78
O1018993,331,South,27
O1018994,360,East,10
O1018995,625,South,16
O1018996,735,North,78
O1018997,321,South,82
O1018998,399,North,73
O1018999,359,North,2
O1019000,591,North,114
O1019001,510,North,31
O1019002,386,North,125
O1019003,668,East,28
O1019004,523,East,238
O1019005,274,North,49
O1019006,405,North,13
O1019007,369,North,48
O1019008,246,East,8
O1019009,360,South,3
O1019010,713,South,7
O1019011,697,North,21
O1019012,637,West,27
O1019013,596,North,67
O1019014,448,South,18
O1019015,299,South,176
O1019016,535,West,9
O1019017,177,West,59
O1019018,288,South,13
O1019019,701,North,2
O1019020,315,South,63
O1019021,556,North,20
O1019022,336,South,6
O1019023,531,West,83
O1019024,187,East,54
O1019025,762,South,2
O1019026,231,East,3
O1019027,204,North,2
O1019028,742,East,6
O1019029,403,North,99
O1019030,346,East,21
O1019031,883,West,60
O1019032,581,South,2
O1019033,322,South,12
O1019034,377,South,95
O1019035,690,South,77
O1019036,249,North,35
O1019037,830,North,102
O1019038,323,North,2
O1019039,261,West,25
O1019040,695,North,7
O1019041,582,East,130
O1019042,166,East,125
O1019043,382,North,2
O1019044,232,East,85
O1019045,601,South,24
O1019046,953,East,25
O1019047,528,North,66
O1019048,276,North,30
O1019049,630,South,71
O1019050,393,South,53
O1019051,389,South,106
O1019052,317,East,7
O1019053,425,West,50
O1019054,389,South,8
O1019055,121,West,11
O1019056,409,North,95
O1019057,377,North,79
O1019058,480,South,10
O1019059,148,East,34
O1019060,521,North,51
O1019061,409,North,25
O1019062,517,North,25
O1019063,179,South,26
O1019064,218,South,68
O1019065,158,North,9
O1019066,434,North,38
O1019067,339,North,71
O1019068,375,East,77
O1019069,201,South,12
O1019070,220,North,8
O1019071,116,South,125
O1019072,206,West,26
O1019073,291,North,22
O1019074,299,East,85
O1019075,390,West,44
O1019076,590,South,54
O1019077,286,West,46
O1019078,515,North,71
O1019079,595,North,6
O1019080,717,South,41
O1019081,515,South,27
O1019082,418,West,17
O1019083,235,North,3
O1019084,462,West,112
O1019085,334,West,33
O1019086,803,North,181
O1019087,422,South,26
O1019088,372,North,90
O1019089,819,West,26
O1019090,317,South,108
O1019091,403,North,82
O1019092,1102,South,2
O1019093,461,North,44
O1019094,708,South,10
O1019095,856,South,96
O1019096,306,North,146
O1019097,635,South,21
O1019098,342,North,44
O1019099,1119,East,68
O1019100,830,North,123
O1019101,585,West,35
O1019102,680,East,152
O1019103,285,North,111
O1019104,952,North,91
O1019105,257,South,9
O1019106,494,North,48
O1019107,282,North,74
O1019108,620,East,2
O1019109,965,South,78
O1019110,506,North,35
O1019111,472,South,109
O1019112,381,West,61
O1019113,424,West,3
O1019114,341,North,24
O1019115,913,North,2
O1019116,600,South,2
O1019117,339,North,234
O1019118,416,North,18
O1019119,1734,East,10
O1019120,462,North,124
O1019121,834,North,22
O1019122,302,South,21
O1019123,511,East,130
O1019124,295,South,52
O1019125,309,East,14
O1019126,600,North,21
O1019127,258,North,6
O1019128,222,West,64
O1019129,568,West,12
O1019130,316,West,34
O1019131,351,East,64
O1019132,164,North,35
O1019133,214,West,36
O1019134,450,North,143
O1019135,359,South,98
O1019136,636,East,28
O1019137,257,South,55
O1019138,371,West,33
O1019139,413,South,61
O1019140,364,North,143
O1019141,544,South,50
O1019142,234,South,9
O1019143,521,East,110
O1019144,713,North,79
O1019145,267,North,12
O1019146,493,South,59
O1019147,482,East,145
O1019148,542,West,138
O1019149,404,West,252
O1019150,820,South,69
O1019151,1159,South,221
O1019152,551,South,6
O1019153,472,West,15
O1019154,406,West,45
O1019155,209,South,28
O1019156,198,South,4
O1019157,227,West,8
O1019158,461,West,23
O1019159,366,East,103
O1019160,866,North,139
O1019161,115,West,132
O1019162,412,South,20
O1019163,501,South,83
O1019164,632,North,23
O1019165,433,West,58
O1019166,484,West,109
O1019167,441,East,16
O1019168,503,North,34
O1019169,400,West,40
O1019170,1162,South,28
O1019171,539,West,117
O1019172,445,East,5
O1019173,279,South,190
O1019174,340,West,149
O1019175,858,South,27
O1019176,116,West,108
O1019177,415,West,6
O1019178,398,North,145
O1019179,518,North,82
O1019180,461,North,63
O1019181,861,South,35
O1019182,424,East,2
O1019183,391,South,81
O1019184,649,West,86
O1019185,868,South,56
O1019186,569,South,21
O1019187,669,East,6
O1019188,362,South,2
O1019189,430,East,8
O1019190,848,North,10
O1019191,525,South,19
O1019192,357,South,86
O1019193,410,North,22
O1019194,678,North,407
O1019195,708,East,12
O1019196,265,North,115
O1019197,484,North,15
O1019198,402,North,23
O1019199,390,West,17
O1019200,785,North,57
O1019201,358,North,83
O1019202,303,West,2
O1019203,268,East,35
O1019204,370,East,66
O1019205,279,West,9
O1019206,262,South,57
O1019207,259,South,26
O1019208,266,West,2
O1019209,276,East,208
O1019210,493,East,100
O1019211,151,North,4
O1019212,284,North,38
O1019213,384,South,97
O1019214,716,East,200
O1019215,357,East,36
O1019216,374,East,141
O1019217,386,East,65
O1019218,162,North,8
O1019219,561,West,106
O1019220,549,East,87
O1019221,606,South,24
O1019222,1412,South,149
O1019223,211,South,15
O1019224,192,West,73
O1019225,574,East,82
O1019226,341,West,21
O1019227,246,North,25
O1019228,350,South,154
O1019229,296,South,52
O1019230,956,North,10
O1019231,1250,North,14
O1019232,178,North,7
O1019233,193,West,6
O1019234,276,East,41
O1019235,286,South,69
O1019236,274,East,164
O1019237,366,South,5
O1019238,323,West,27
O1019239,205,North,37
O1019240,241,North,64
O1019241,874,North,58
O1019242,337,South,28
O1019243,329,South,26
O1019244,189,West,76
O1019245,320,West,2
O1019246,652,South,49
O1019247,543,North,55
O1019248,605,North,53
O1019249,221,North,12
O1019250,219,South,10
O1019251,711,West,56
O1019252,610,West,67
O1019253,355,West,67
O1019254,618,South,57
O1019255,221,West,15
O1019256,217,East,24
O1019257,180,South,6
O1019258,483,North,128
O1019259,450,West,189
O1019260,311,West,12
O1019261,273,West,10
O1019262,1349,West,66
O1019263,354,West,77
O1019264,808,North,60
O1019265,375,East,108
O1019266,314,South,8
O1019267,819,West,128
O1019268,599,East,104
O1019269,399,West,33
O1019270,711,North,26
O1019271,1422,South,54
O1019272,280,South,41
O1019273,511,South,128
O1019274,329,East,5
O1019275,253,North,47
O1019276,249,North,82
O1019277,894,West,26
O1019278,162,West,55
O1019279,520,East,14
O1019280,267,North,90
O1019281,979,East,19
O1019282,352,North,234
O1019283,336,South,5
O1019284,884,West,16
O1019285,625,North,4
O1019286,532,East,246
O1019287,604,South,5
O1019288,235,South,28
O1019289,585,North,22
O1019290,365,North,20
O1019291,483,West,204
O1019292,514,North,125
O1019293,232,West,24
O1019294,543,North,67
O1019295,368,East,9
O1019296,217,South,48
O1019297,375,South,120
O1019298,407,West,161
O1019299,543,North,30
O1019300,122,East,17
O1019301,490,East,15
O1019302,312,West,61
O1019303,605,West,30
O1019304,403,South,16
O1019305,341,East,57
O1019306,369,South,60
O1019307,477,South,4
O1019308,635,North,226
O1019309,258,West,36
O1019310,340,North,98
O1019311,841,South,25
O1019312,337,East,71
O1019313,485,North,25
O1019314,218,North,13
O1019315,171,West,42
O1019316,240,South,5
O1019317,286,North,46
O1019318,679,West,11
O1019319,717,North,2
O1019320,154,East,86
O1019321,308,West,56
O1019322,572,East,69
O1019323,383,North,251
O1019324,856,East,51
O1019325,565,South,21
O1019326,353,South,5
O1019327,369,South,38
O1019328,392,East,2
O1019329,264,North,13
O1019330,645,South,51
O1019331,585,South,124
O1019332,506,North,135
O1019333,455,North,65
O1019334,242,West,56
O1019335,519,North,44
O1019336,430,South,30
O1019337,1098,South,53
O1019338,211,North,35
O1019339,281,South,106
O1019340,182,West,15
O1019341,362,North,26
O1019342,169,West,28
O1019343,730,South,63
O1019344,697,East,120
O1019345,372,South,44
O1019346,243,South,150
O1019347,188,South,2
O1019348,284,South,199
O1019349,552,South,306
O1019350,272,South,7
O1019351,1048,East,58
O1019352,850,East,6
O1019353,404,South,18
O1019354,320,West,5
O1019355,304,East,111
O1019356,897,North,95
O1019357,291,West,23
O1019358,644,North,53
O1019359,408,East,8
O1019360,576,East,19
O1019361,268,South,71
O1019362,342,South,3
O1019363,399,East,23
O1019364,294,East,18
O1019365,753,South,58
O1019366,275,North,54
O1019367,302,North,76
O1019368,796,East,304
O1019369,722,East,157
O1019370,892,North,30
O1019371,155,West,17
O1019372,446,East,95
O1019373,422,East,66
O1019374,305,South,17
O1019375,474,East,13
O1019376,344,West,15
O1019377,437,West,105
O1019378,2210,South,87
O1019379,473,North,15
O1019380,483,East,54
O1019381,608,West,43
O1019382,442,South,26
O1019383,233,West,30
O1019384,177,South,75
O1019385,398,North,30
O1019386,353,South,111
O1019387,151,South,99
O1019388,911,North,12
O1019389,426,East,77
O1019390,829,West,114
O1019391,132,North,97
O1019392,837,East,3
O1019393,317,North,3
O1019394,757,South,42
O1019395,449,East,126
O1019396,506,South,19
O1019397,506,North,9
O1019398,326,West,2
O1019399,292,North,177
O1019400,337,West,21
O1019401,193,North,54
O1019402,317,North,90
O1019403,285,West,36
O1019404,191,South,79
O1019405,507,East,39
O1019406,405,South,59
O1019407,456,South,94
O1019408,572,East,107
O1019409,358,West,45
O1019410,252,East,11
O1019411,470,South,39
O1019412,94,South,64
O1019413,382,North,165
O1019414,591,South,100
O1019415,681,West,77
O1019416,310,North,22
O1019417,132,North,139
O1019418,108,North,41
O1019419,555,South,6
O1019420,338,North,9
O1019421,1106,South,3
O1019422,199,North,28
O1019423,479,West,30
O1019424,926,South,29
O1019425,447,South,9
O1019426,182,North,55
O1019427,1614,West,63
O1019428,889,West,12
O1019429,360,East,165
O1019430,608,South,141
O1019431,611,East,19
O1019432,556,East,60
O1019433,202,North,10
O1019434,474,North,20
O1019435,837,North,52
O1019436,519,West,87
O1019437,492,North,122
O1019438,308,East,115
O1019439,257,South,119
O1019440,184,East,64
O1019441,589,West,31
O1019442,361,East,15
O1019443,206,South,107
O1019444,657,North,3
O1019445,301,North,43
O1019446,263,East,22
O1019447,315,North,11
O1019448,366,West,33
O1019449,507,West,56
O1019450,260,North,9
O1019451,669,North,118
O1019452,514,East,6
O1019453,312,North,33
O1019454,372,East,134
O1019455,327,South,32
O1019456,417,South,96
O1019457,863,East,124
O1019458,325,North,2
O1019459,444,West,106
O1019460,284,North,19
O1019461,526,West,4
O1019462,463,North,82
O1019463,784,East,127
O1019464,267,West,261
O1019465,570,North,96
O1019466,759,South,59
O1019467,324,North,127
O1019468,379,North,97
O1019469,444,North,31
O1019470,358,East,119
O1019471,441,East,2
O1019472,565,South,42
O1019473,381,North,28
O1019474,380,North,44
O1019475,461,East,64
O1019476,330,North,131
O1019477,339,South,3
O1019478,257,North,23
O1019479,395,South,55
O1019480,505,East,55
O1019481,353,West,52
O1019482,274,South,55
O1019483,384,East,184
O1019484,492,South,47
O1019485,430,South,5
O1019486,1230,South,6
O1019487,291,East,77
O1019488,374,South,128
O1019489,596,South,63
O1019490,285,South,10
O1019491,1058,South,293
O1019492,404,South,21
O1019493,534,South,135
O1019494,407,South,7
O1019495,671,East,79
O1019496,237,South,35
O1019497,885,South,97
O1019498,453,North,18
O1019499,561,South,56
O1019500,279,South,13
O1019501,478,East,29
O1019502,249,South,5
O1019503,726,South,67
O1019504,212,South,78
O1019505,436,West,66
O1019506,332,West,115
O1019507,185,North,5
O1019508,253,West,14
O1019509,505,South,78
O1019510,258,South,8
O1019511,289,North,53
O1019512,486,West,22
O1019513,637,West,21
O1019514,561,West,6
O1019515,394,East,19
O1019516,450,North,188
O1019517,428,North,121
O1019518,240,West,30
O1019519,464,South,3
O1019520,239,North,55
O1019521,548,North,59
O1019522,432,North,26
O1019523,137,North,101
O1019524,658,East,79
O1019525,311,North,24
O1019526,298,South,27
O1019527,651,South,13
O1019528,372,East,22
O1019529,544,South,129
O1019530,291,North,3
O1019531,603,East,201
O1019532,445,East,21
O1019533,494,South,89
O1019534,369,North,19
O1019535,911,South,35
O1019536,1028,East,31
O1019537,134,North,43
O1019538,641,South,64
O1019539,235,East,15
O1019540,521,South,22
O1019541,166,East,136
O1019542,494,South,13
O1019543,266,West,20
O1019544,321,South,79
O1019545,325,North,14
O1019546,279,East,48
O1019547,283,North,20
O1019548,331,West,31
O1019549,374,North,105
O1019550,474,East,17
O1019551,1023,North,2
O1019552,251,North,61
O1019553,430,East,139
O1019554,594,North,54
O1019555,283,North,48
O1019556,130,West,4
O1019557,155,East,9
O1019558,133,North,16
O1019559,871,South,2
O1019560,548,West,31
O1019561,589,North,47
O1019562,659,West,42
O1019563,303,West,21
O1019564,1276,South,10
O1019565,477,West,242
O1019566,389,South,49
O1019567,703,West,15
O1019568,563,West,92
O1019569,786,East,38
O1019570,810,North,14
O1019571,338,East,79
O1019572,443,North,80
O1019573,256,North,117
O1019574,179,North,2
O1019575,613,South,40
O1019576,651,South,35
O1019577,150,South,153
O1019578,282,South,31
O1019579,415,North,144
O1019580,435,South,217
O1019581,1122,North,196
O1019582,295,South,158
O1019583,370,East,15
O1019584,558,South,82
O1019585,339,West,37
O1019586,313,South,102
O1019587,301,North,162
O1019588,453,South,63
